9	9	9	9	9	9	9	9	9	9	9	9	9	7	7	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	7	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	7	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	8	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	9	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	9	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	9	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9	9	7	7	9	8	8	8	8	8
9	9	9	9	0	0	0	9	9	9	9	9	7	7	9	8	8	8	8	8
9	9	9	9	0	0	0	0	9	9	9	7	7	7	9	8	8	8	8	8
9	9	9	9	0	0	0	0	9	9	9	7	7	7	9	8	8	8	7	7
9	9	9	9	0	0	0	0	9	9	9	7	7	7	9	8	8	7	7	7
9	9	9	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	7	7
9	9	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	7	7
9	7.5	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	7	7
9	7.5	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	7	7
7.5	7.5	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	7	7
7.5	7.5	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	7	7
7.5	7.5	7.5	7.5	0	0	0	0	9	9	7	7	7	7	9	7	7	7	7	4
7.5	7.5	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	7	4	4
7.5	7.5	7.5	7.5	0	0	0	0	9	9	9	7	7	7	9	7	7	4	4	4
7.5	7.5	7.5	7.5	0	0	7.5	9	9	9	9	7	7	7	7	7	4	4	4	4
7.5	7.5	7.5	7.5	7.5	0	7.5	9	9	9	3	3	7	3	7	4	4	4	4	4
7.5	7.5	7.5	7.5	7.5	7.5	7.5	9	9	9	3	3	3	3	4	4	4	4	4	4
7.5	7.5	7.5	7.5	7.5	7.5	7.5	9	9	9	3	3	3	3	4	4	4	4	4	4
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	9	9	3	3	3	3	4	4	4	4	4	4
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	4	4	4	4	4	2.5
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	4	4	4	4	4	2.5
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	4	4	4	4	2.5	2.5
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	4	2.5	2.5	2.5	2.5	2.5
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	2.5
7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	2.5
0	7.5	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	2.5
0	0	7.5	7.5	7.5	7.5	7.5	3	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	2.5
0	0	0	7.5	7.5	7.5	3	3	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	2.5
0	0	0	0	3	3	3	3	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	0
0	0	0	0	3	3	3	3	3	3	3	3	3	3	4	2.5	2.5	2.5	2.5	0
0	0	0	0	0	3	3	3	3	3	3	3	3	3	4	2.5	2.5	2.5	0	0
0	0	0	0	0	3	3	3	3	3	3	3	3	3	4	2.5	2.5	0	0	0
0	0	0	0	0	3	3	3	3	3	3	3	3	3	4	0	0	0	0	0
